YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","PRODUCTION in $","PRICE RECEIVED in $ / BU"
2019,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"4,950,000","5,000,000","282,150,000",57," "," "
2019,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"95,000","97,000","3,895,000",41," "," "
2019,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"230,000","235,000","10,580,000",46," "," "
2019,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,530,000","1,550,000","55,080,000",36," "," "
2019,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"5,550,000","5,600,000","183,150,000",33," "," "
2019,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,270,000","4,300,000","204,960,000",48," "," "
2019,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"440,000","460,000","11,440,000",26," "," "
2019,"OTHER STATES","  ","  ","   ",YEAR,SOYBEANS,0,0," "," "," "," "
2019,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"625,000","630,000","30,000,000",48," "," "
2019,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"330,000","340,000","9,570,000",29," "," "
2019,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"3,560,000","3,600,000","153,080,000",43," "," "
2019,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,380,000","1,400,000","64,860,000",47," "," "
2019,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"68,000","80,000","2,108,000",31," "," "
2019,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"560,000","570,000","19,040,000",34," "," "
2019,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,730,000","1,750,000","79,580,000",46," "," "
